pat_no,app_no,pat_claim,app_claim
9042848,20140169427,"12. A non-transitory computer program product comprising executable program code for calibrating an envelope tracking system for a supply voltage for a power amplifier module within a radio frequency (RF) transmitter module of a wireless communication unit, the executable program code operable for, when executed at a communication unit, performing the method of claim 1.",
9042848,20140169427,"13. A method of modulating a supply voltage for a power amplifier module within a radio frequency (RF) transmitter module of a wireless communication unit;  the method comprising, within at least one signal processing module of the wireless communication unit: receiving modulated user data to be transmitted by the transmitter module of the wireless communication unit;  determining an envelope of the received modulated user data;  determining an instantaneous voltage supply signal based on the envelope of the received modulated user data and a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage derived in accordance with the method of claim 1;  and applying the instantaneous voltage supply signal to a voltage supply modulator for the power amplifier module.",
9042848,20140169427,"14. The method of claim 13, wherein the method comprises selecting a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage based at least partly on a required root mean square (RMS) output power.",
9042848,20140169427,"15. A non-transitory computer program product comprising executable program code for modulating a supply voltage for a power amplifier module within a radio frequency, RF, transmitter module of a wireless communication unit, the executable program code operable for, when executed at a communication unit, performing the method of claim 14.",
9042848,20140169427,16. A communication unit comprising: a radio frequency (RF) transmitter module comprising an envelope tracking system for a supply voltage for a power amplifier module within the RF transmitter module;  and at least one signal processing module for calibrating envelope tracking system and arranged to: receive modulated user data to be transmitted by the transmitter module of the wireless communication unit;  determine an envelope of the received modulated user data;  determine an instantaneous voltage supply signal based on the envelope of the received modulated user data and a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage derived in accordance with the method of claim 1;  and apply the instantaneous voltage supply signal to a supply voltage modulator for the power amplifier module.,
9042848,20140169427,17. An integrated circuit for a communication unit comprising a radio frequency (RF) transmitter module comprising an envelope tracking system for a supply voltage for a power amplifier module within the RF transmitter module;  wherein the integrated circuit comprises: at least one signal processing module for calibrating the envelope tracking system and arranged to: receive modulated user data to be transmitted by the transmitter module of the wireless communication unit;  determine an envelope of the received modulated user data;  determine an instantaneous voltage supply signal based on the envelope of the received modulated user data and a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage derived in accordance with claim 1;  and apply the instantaneous voltage supply signal to a supply voltage modulator for the power amplifier module.,
9042848,20140169427,18. A communication unit comprising: a radio frequency (RF) transmitter module comprising an envelope tracking system for a supply voltage for a power amplifier module within the RF transmitter module;  and at least one signal processing module for calibrating envelope tracking system and arranged to: derive a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on a gain compression factor;  set an envelope tracking path of the transmitter module into an envelope tracking mode in which mapping between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage is performed using the derived mapping function;  apply a training signal comprising an envelope that varies with time to an input of the RF transmitter module;  measure a battery current for the wireless communication unit;  modify the gain compression factor based at least partly on the measured battery current for the wireless communication unit;  and re-derive a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on the modified gain compression factor.,
9042848,20140169427,19. An integrated circuit for a communication unit comprising a radio frequency (RF) transmitter module comprising an envelope tracking system for a supply voltage for a power amplifier module within the RF transmitter module;  wherein the integrated circuit comprises: at least one signal processing module for calibrating the envelope tracking system and arranged to: derive a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on a gain compression factor;  set an envelope tracking path of the transmitter module into an envelope tracking mode in which mapping between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage is performed using the derived mapping function;  apply a training signal comprising an envelope that varies with time to an input of the RF transmitter module;  measure a battery current for the wireless communication unit;  modify the gain compression factor based at least partly on the measured battery current for the wireless communication unit; and re-derive a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on the modified gain compression factor.,
9042848,20140169427,,"1. A method of calibrating an envelope tracking system for a supply voltage for a power amplifier module within a radio frequency (RF) transmitter module of a wireless communication unit; the method comprising, within at least one signal processing module of the wireless communication unit: deriving a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on a gain compression factor; setting an envelope tracking path of the transmitter module into an envelope tracking mode in which mapping between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage is performed using the derived mapping function; applying a training signal comprising an envelope that varies with time to an input of the RF transmitter module; measuring a battery current for the wireless communication unit; modifying the gain compression factor based at least partly on the measured battery current for the wireless communication unit; and re-deriving a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on the modified gain compression factor."
9042848,20140169427,,"2. The method of claim 1, wherein the method comprises iteratively: deriving a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on the gain compression factor; setting an envelope tracking path of the transmitter module into an envelope tracking mode in which mapping between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage is performed using the derived mapping function; applying a training signal comprising an envelope that varies with time to an input of the RF transmitter module; measuring a battery current for the wireless communication unit; modifying the gain compression factor based at least partly on the measured battery current for the wireless communication unit; and re-deriving a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on the modified gain compression factor to achieve a mapping function that achieves a minimum battery current for the wireless communication unit."
9042848,20140169427,,"3. The method of claim 2, wherein the method comprises: comparing the measured battery current for a present iteration to the measured battery current for a previous iteration; and modifying the gain compression factor by an incremental amount and re-deriving the mapping function based at least partly on the incrementally modified gain compression factor if the measured battery current for the present iteration is not larger than the measured battery current for the previous iteration."
9042848,20140169427,,"4. The method of claim 3, wherein the method comprises iteratively modifying the gain compression factor by an incremental amount and re-deriving the mapping function based at least partly on the incrementally modified gain compression factor until an increase in battery current is detected or a required peak output power for the power amplifier module is not achievable."
9042848,20140169427,,"5. The method of claim 1, wherein the method comprises monitoring a current flow between a battery of the wireless communication unit and at least one of the power amplifier module and transmitter/modulation circuitry of the wireless communication unit, and measuring the battery current for the wireless communication unit based at least partly on the monitoring of said current flow."
9042848,20140169427,,"6. The method of claim 5, wherein the method comprises monitoring a combined current flow between a battery of the wireless communication unit and the power amplifier module and transmitter/modulation circuitry of the wireless communication unit, and measuring the battery current for the wireless communication unit based at least partly on the monitoring of said current flow."
9042848,20140169427,,"7. The method of claim 1, wherein the method comprises defining an initial gain compression factor based at least partly on at least one of: GPA_ref-.DELTA.G+Pin_max.gtoreq.a maximum required peak output power, where GPA_ref represents a power amplifier module gain when input power (Pin)=Pin_ref, output power (Pout)=Pout_ref and the PA supply voltage (VPA)=VPA_ref; for a minimum input power for which VPA is not de-troughed and VPA=PA_max, gain.gtoreq.GPA_ref-.DELTA.G; for a minimum input power for which VPA is not de-troughed and VPA=VPA_min, gain.ltoreq.GPA_ref-.DELTA.G; and at least one of the transmitter/modulation circuitry, PA module, duplex filter and antenna switch module of the application at hand."
9042848,20140169427,,"8. The method of claim 1, wherein deriving a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain comprises: setting a reference power amplifier module supply voltage; finding a reference input power for the power amplifier module that produces an output power for the power amplifier module equal to a reference output power, wherein the reference power amplifier module supply voltage and the reference output power are chosen such that the power amplifier module is biased towards an upper limit of a linear region of operation; and configuring an input power for at least a first calibration data point equal to the reference input power, and an output power for the at least first calibration data point equal to the reference output power minus the gain compression factor."
9042848,20140169427,,"9. The method of claim 8, wherein deriving a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain further comprises: setting the envelope tracking path of the transmitter module into a characterisation mode in which the power amplifier module supply voltage is not dependent on an instantaneous envelope of a received waveform signal; applying a continuous wave training signal comprising a constant envelope to the input of the RF transmitter module; deriving the first calibration data point for the power amplifier module for which the power amplifier module comprises a first gain; deriving at least one further calibration data point for the power amplifier module for which the power amplifier module comprises the first gain; and deriving the mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage based at least partly on the first and at least one further calibration data points."
9042848,20140169427,,"10. The method of claim 9, wherein deriving the at least one further calibration data point comprises: setting an input power for the power amplifier module to an at least one further second calibration data point input power, the second calibration data point input power being equal to the first calibration data point input power reduced by a predefined amount; finding a second calibration data point power amplifier module supply voltage that produces an output power for the power amplifier module equal to a second calibration data point output power, the second calibration data point output power being equal to the first calibration data point output power reduced by the predefined amount; and deriving the at least one further calibration data point based at least partly on the second calibration data point input power and the second calibration data point power amplifier module supply voltage."
9042848,20140169427,,"11. The method of claim 1, wherein the training signal comprising an envelope that varies with time to an input of the RF transmitter module is defined according to at least one of a bandwidth of the training signal being less than an anticipated bandwidth for an intended application for the RF transmitter module; the training signal comprises a peak to average power ratio equivalent to that of a live uplink modulation for an intended application for the RF transmitter module; a root mean square of an output power of the power amplifier module is such that the system is characterised within a wanted window of output powers for at least one intended application for the RF transmitter module; and the training signal is defined by z(t)=0.5(1+sin(.omega..sub.1t))exp(j.omega..sub.2t)."
9042848,20140169427,,"12. A non-transitory computer program product comprising executable program code for calibrating an envelope tracking system for a supply voltage for a power amplifier module within a radio frequency (RF) transmitter module of a wireless communication unit, the executable program code operable for, when executed at a communication unit, performing the method of claim 1."
9042848,20140169427,,13. A communication unit comprising: a radio frequency (RF) transmitter module comprising an envelope tracking system for a supply voltage for a power amplifier module within the RF transmitter module; and at least one signal processing module for calibrating envelope tracking system and arranged to: derive a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on a gain compression factor; set an envelope tracking path of the transmitter module into an envelope tracking mode in which mapping between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage is performed using the derived mapping function; apply a training signal comprising an envelope that varies with time to an input of the RF transmitter module; measure a battery current for the wireless communication unit; modify the gain compression factor based at least partly on the measured battery current for the wireless communication unit; and re-derive a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on the modified gain compression factor.
9042848,20140169427,,14. An integrated circuit for a communication unit comprising a radio frequency (RF) transmitter module comprising an envelope tracking system for a supply voltage for a power amplifier module within the RF transmitter module; wherein the integrated circuit comprises: at least one signal processing module for calibrating the envelope tracking system and arranged to: derive a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on a gain compression factor; set an envelope tracking path of the transmitter module into an envelope tracking mode in which mapping between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage is performed using the derived mapping function; apply a training signal comprising an envelope that varies with time to an input of the RF transmitter module; measure a battery current for the wireless communication unit; modify the gain compression factor based at least partly on the measured battery current for the wireless communication unit; and re-derive a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage to achieve a constant power amplifier module gain based at least partly on the modified gain compression factor.
9042848,20140169427,,"15. A method of modulating a supply voltage for a power amplifier module within a radio frequency (RF) transmitter module of a wireless communication unit; the method comprising, within at least one signal processing module of the wireless communication unit: receiving modulated user data to be transmitted by the transmitter module of the wireless communication unit; determining an envelope of the received modulated user data; determining an instantaneous voltage supply signal based on the envelope of the received modulated user data and a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage derived in accordance with the method of claim 1; and applying the instantaneous voltage supply signal to a voltage supply modulator for the power amplifier module."
9042848,20140169427,,"16. The method of claim 15, wherein the method comprises selecting a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage based at least partly on a required root mean square (RMS) output power."
9042848,20140169427,,"17. A non-transitory computer program product comprising executable program code for modulating a supply voltage for a power amplifier module within a radio frequency, RF, transmitter module of a wireless communication unit, the executable program code operable for, when executed at a communication unit, performing the method of claim 16."
9042848,20140169427,,18. A communication unit comprising: a radio frequency (RF) transmitter module comprising an envelope tracking system for a supply voltage for a power amplifier module within the RF transmitter module; and at least one signal processing module for calibrating envelope tracking system and arranged to: receive modulated user data to be transmitted by the transmitter module of the wireless communication unit; determine an envelope of the received modulated user data; determine an instantaneous voltage supply signal based on the envelope of the received modulated user data and a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage derived in accordance with the method of claim 1; and apply the instantaneous voltage supply signal to a supply voltage modulator for the power amplifier module.
9042848,20140169427,,19. An integrated circuit for a communication unit comprising a radio frequency (RF) transmitter module comprising an envelope tracking system for a supply voltage for a power amplifier module within the RF transmitter module; wherein the integrated circuit comprises: at least one signal processing module for calibrating the envelope tracking system and arranged to: receive modulated user data to be transmitted by the transmitter module of the wireless communication unit; determine an envelope of the received modulated user data; determine an instantaneous voltage supply signal based on the envelope of the received modulated user data and a mapping function between an instantaneous envelope of a waveform signal to be amplified by the power amplifier module and the power amplifier module supply voltage derived in accordance with claim 1; and apply the instantaneous voltage supply signal to a supply voltage modulator for the power amplifier module.
9042842,20140003304,"1. A method of controlling transmission of plural downlink signals from plural base stations to a terminal, wherein the plural downlink signals carry same information to the terminal, and wherein each base of the plural base stations transmits its downlink signal on a corresponding downlink channel, the method comprising: receiving, by an anchor base station separate from the plural base stations transmitting downlink signals on corresponding downlink channels, a feedback regarding the plural downlink signals transmitted by the plural base stations;  adjusting, by the anchor base station, transmission parameters for each downlink signal based on the feedback;  and notifying, by the anchor base station, other base stations regarding the adjusted transmission parameters, wherein the feedback includes information regarding one or more taps of each downlink channel corresponding to each base station, and wherein each base station is capable of communicating with the terminal independent of the other base stations.",
9042842,20140003304,"2. The method of claim 1, wherein the transmission parameters are adjusted by the anchor base station such that within a serving area of the plural base stations, energy of the transmitted downlink signals is enhanced in a vicinity of the terminal and suppressed in all other regions of the serving area.",
9042842,20140003304,"3. The method of claim 1, wherein the transmission parameters are adjusted by the anchor base station such that the downlink signals from the plural base stations coherently combine in a vicinity of the terminal.",
9042842,20140003304,"4. The method of claim 1, wherein the feedback received by the anchor base station is such that for each downlink channel, the feedback includes information on a subset of plural taps of a downlink channel model, the subset spanning a duration less than the entire span in time of the downlink channel.",
9042842,20140003304,"5. The method of claim 4, wherein each of the plural base stations includes plural transmission antennas such that the downlink signal on the corresponding downlink channel received at the terminal is expressed as .function..times..function..times..function..times..function.  ##EQU00005## where ""*"" denotes convolution, x(t) represents the downlink signal as received at the terminal, g(t,m) represents an impulse response of the downlink channel from an m-th transmission antenna to the terminal, s(t) represents a modulated base band signal, and h(t,m) represents an impulse response of a pre-filter of the m-th transmission antenna of the base station, wherein each pre-filter h(t,m) is a finite impulse response (FIR) filter with a predetermined number of taps such that .function..lamda..times..times..alpha..function..times..delta..funct- ion..tau.  ##EQU00006## where L represents a number of taps less than a total number of taps of the downlink channel, .alpha..sub.i(m) represents coefficients for the m-th pre-filter, .tau..sub.i represents a delay corresponding to the coefficients .alpha..sub.i(m), and .lamda.  is a scaling factor used to ensure that a transmitted power of the base station is at a predetermined level, and wherein the transmission parameters include coefficients .alpha..sub.i(m) which are adjusted for each downlink channel.",
9042842,20140003304,"6. The method of claim 4, wherein for at least one of the plural base stations, the downlink signal is transmitted in one or more beams, wherein the feedback received by the anchor base station further includes information on an identity of the beam associated with each tap of the subset of taps of the downlink channel, and wherein transmission parameters include the one or more beams associated with the subset of taps which are adjusted by the anchor base station.",
9042842,20140003304,"7. The method of claim 6, wherein in the transmission parameters are adjusted by the anchor base station for each of the plural base stations such that a total amount of power of the downlink signal transmitted by each of the plural base stations is at a predetermined power level.",
9042842,20140003304,"8. An anchor base station of network, wherein the network comprises plural base stations separate from the anchor base station that are arranged to transmit plural downlink signals to a terminal, wherein the plural downlink signals carry same information to the terminal, wherein each of the plural base stations transmits its downlink signal on a corresponding downlink channel, wherein each downlink channel includes plural taps, and wherein the anchor base station comprises a control unit arranged to: receive a feedback regarding the plural downlink signals transmitted by the plural base stations, adjust transmission parameters for each downlink signal based on the feedback, and notify other base stations regarding the adjusted transmission parameters, wherein the feedback includes information regarding one or more of the plural taps of the downlink channel of each base station, and wherein each base station is capable of communicating with the terminal independent of the other base stations.",
9042842,20140003304,"9. The anchor base station of claim 8, wherein the control unit is arranged to adjust the transmission parameters such that within a serving area of the plural base stations, energy of the transmitted downlink signals is enhanced in a vicinity of the terminal and suppressed in all other regions of the serving area.",
9042842,20140003304,"10. The anchor base station of claim 8, wherein the control unit is arranged to adjust the transmission parameters such that the transmitted downlink signals from the plural base stations coherently combine in a vicinity of the terminal.",
9042842,20140003304,"11. The anchor base station of claim 8, wherein the feedback from the terminal is such that for each downlink channel, the feedback includes information on a subset of the plural taps of the downlink channel, the subset being less than all taps of the downlink channel.",
9042842,20140003304,"12. The anchor base station of claim 11, wherein each of the plural base stations includes plural transmission antenna such that the downlink signal on the corresponding downlink channel received at the terminal is expressed as .function..times..function..times..function..times..function.  ##EQU00007## where ""*"" denotes convolution, x(t) represents the downlink signal as received at the terminal, g(t,m) represents an impulse response of the downlink channel from an m-th transmission antenna to the terminal, s(t) represents a modulated base band signal, and h(t,m) represents an impulse response of a pre-filter of the m-th transmission antenna of the base station, wherein each pre-filter h(t,m) is a finite impulse response (FIR) filter with a predetermined number of taps such that .function..lamda..times..times..alpha..function..times..delta..funct- ion..tau.  ##EQU00008## where L represents a number of taps less than a total number of taps of the downlink channel, .alpha..sub.i(m) represents coefficients for the m-th pre-filter, .tau..sub.i represents a delay corresponding to the coefficients .alpha..sub.i(m), and .lamda.  is a scaling factor used to ensure that a transmitted power of the base station is at a predetermined level, and wherein the transmission parameters include coefficients .alpha..sub.i(m) which the control unit is arranged to adjust for each downlink channel.",
9042842,20140003304,"13. The anchor base station of claim 11, wherein for at least one of the plural base stations, the downlink signal is transmitted in one or more beams, wherein the feedback further includes information on an identity of the beam associated with each tap of the subset of taps of the downlink channel, and wherein transmission parameters include the one or more beams associated with the subset of taps which the control unit is arranged to adjust.",
9042842,20140003304,"14. The anchor base station of claim 11, wherein the control unit is arranged to adjust the transmission parameters for each of the plural base stations such that a total amount of power of the downlink signal transmitted by each of the plural base stations is at a predetermined power level.",
9042842,20140003304,,"1. A method of wireless communication, comprising: transmitting plural downlink signals from plural base stations to a terminal, wherein the plural downlink signals carry same information to the terminal; receiving a feedback from the terminal regarding the plural downlink signals transmitted by the plural base stations; and adjusting transmission parameters for each downlink signal based on the feedback from the terminal, wherein each base station transmits its downlink signal on a corresponding downlink channel, and wherein the feedback from the terminal includes information regarding one or more taps of each downlink channel corresponding to each base station."
9042842,20140003304,,"2. The method of claim 1, wherein the plural base stations are geographically spaced apart from each other such that shadowing characteristics of the downlink channel from one base station is independent of shadowing characteristics of another base station."
9042842,20140003304,,"3. The method of claim 1, wherein each of the plural base stations is capable of communicating with the terminal independent of the other base stations."
9042842,20140003304,,"4. The method of claim 1, wherein the transmission parameters are adjusted such that within a serving area of the plural base stations, energy of the transmitted downlink signals is enhanced in a vicinity of the terminal and suppressed in all other regions of the serving area."
9042842,20140003304,,"5. The method of claim 1, wherein the transmission parameters of each downlink are adjusted such that the plural downlink signals coherently combine in a vicinity of the terminal."
9042842,20140003304,,"6. The method of claim 1, wherein the feedback from the terminal is such that for each downlink channel, the feedback includes information on a subset of plural taps of a downlink channel model, the subset spanning a duration less than the entire span in time of the downlink channel."
9042842,20140003304,,"7. The method of claim 6, wherein for each downlink channel, the subset of the plural taps includes any one of: a predetermined number of taps with highest energy levels received by the terminal, or one or more taps whose energy level received by the terminal individually exceeds a predetermined individual threshold energy level, or one or more taps whose energy level received by the terminal cumulatively exceeds a predetermined cumulative threshold energy level, or one or more taps whose energy level received by the terminal cumulatively exceeds a predetermined percentage threshold of the total energy level of the downlink channel received by the terminal."
9042842,20140003304,,"8. The method of claim 7, wherein the feedback from the terminal further includes a time delay associated with each tap of the subset of taps for the downlink channel."
9042842,20140003304,,"9. The method of claim 8, wherein each base station includes plural transmission antennas such that the downlink signal on the corresponding downlink channel received at the terminal is expressed as   x    ( t ) =     m = 1  M  h    (  t , m  )   * g    (  t , m  )   *     s    ( t )     ##EQU00005##   where ""*"" denotes convolution, x(t) represents the downlink signal as received at the terminal, g(t,m) represents an impulse response of the downlink channel from an m-th transmission antenna to the terminal, s(t) represents a modulated base band signal, and h(t,m) represents an impulse response of a pre-filter of the m-th transmission antenna of the base station, wherein each pre-filter h(t,m) is a finite impulse response (FIR) filter with a predetermined number of taps such that   h    (  t , m  )   =   .lamda. _   i = 1  L  .alpha. i     ( m ) .delta.    (  t -  .tau. i   ) ##EQU00006##   where L represents a number of taps less than a total number of taps of the downlink channel, .alpha..sub.i(m) represents coefficients for the m-th pre-filter, .tau..sub.i represents a delay corresponding to the coefficients .alpha..sub.i(m), and .lamda. is a scaling factor used to ensure that a transmitted power of the base station is at a predetermined level, and wherein the transmission parameters include coefficients .alpha..sub.i(m) which are adjusted for each downlink channel."
9042842,20140003304,,"10. The method of claim 9, wherein the number of taps L of the downlink channel for each base station is independent of the number of taps L of the downlink channels of other base station."
9042842,20140003304,,"11. The method of claim 9, wherein the feedback from the terminal includes information on a position within a grid of evenly-spaced L fingers place on a region of energy of the downlink signal indicated by a power/delay profile such that grid positions and finger position are the save for all transmission antennas of the base station."
9042842,20140003304,,"12. The method of claim 9, wherein for each base station the feedback received from the terminal includes information on delays .tau..sub.i of each of the L taps of the corresponding downlink channel, and wherein the transmission parameters also include delays .tau..sub.i which are adjusted such that L maximal channel coefficients are chosen for each pre-filter."
9042842,20140003304,,"13. The method of claim 6, wherein for at least one base station, the downlink signal is transmitted in one or more beams, wherein the feedback from the terminal further includes information on an identity of the beam associated with each tap of the subset of taps of the downlink channel, and wherein transmission parameters include the one or more beams associated with the subset of taps which are adjusted."
9042842,20140003304,,"14. The method of claim 13, wherein the terminal is a fixed terminal, the method further comprising preconfiguring the transmission parameters to optimize the beams transmitted from the plural base stations to the terminal prior to the transmitting the downlink signals from the plural base stations."
9042842,20140003304,,"15. The method of claim 6, wherein the transmission parameters are adjusted for each base station such that a total amount of power of the downlink signal transmitted by the base station is at a predetermined power level."
9042842,20140003304,,"16. The method of claim 15, wherein the predetermined power level set for one base station is independent of the predetermined power level set for another base station."
9042842,20140003304,,"17. The method of claim 6, wherein when the terminal is a TDD terminal, a channel reciprocity is used to characterize the channel."
9042842,20140003304,,"18. The method of claim 6, wherein an anchor base station (210-1) is used to receive the feedback from the terminal and to adjust the transmission parameters of each downlink channel."
9042842,20140003304,,"19. A method of controlling transmission of plural downlink signals from plural base stations to a terminal, wherein the plural downlink signals carry same information to the terminal, and wherein each base station transmits its downlink signal on a corresponding downlink channel, the method comprising: receiving, by an anchor base station, a feedback from the terminal regarding the plural downlink signals transmitted by the plural base stations; adjusting, by the anchor base station, transmission parameters for each downlink signal based on the feedback from the terminal; and notifying, by the anchor base station, other base stations regarding the adjusted transmission parameters, wherein the feedback from the terminal includes information regarding one or more taps of each downlink channel corresponding to each base station, and wherein each base station is capable of communicating with the terminal independent of the other base stations."
9042842,20140003304,,"20. The method of claim 19, wherein the transmission parameters are adjusted by the anchor base station such that within a serving area of the plural base stations, energy of the transmitted downlink signals is enhanced in a vicinity of the terminal and suppressed in all other regions of the serving area."
9042842,20140003304,,"21. The method of claim 19, wherein the transmission parameters are adjusted by the anchor base station such that the downlink signals from the plural base stations coherently combine in a vicinity of the terminal."
9042842,20140003304,,"22. The method of claim 19, wherein the feedback received by the anchor base station is such that for each downlink channel, the feedback includes information on a subset of plural taps of a downlink channel model, the subset spanning a duration less than the entire span in time of the downlink channel."
9042842,20140003304,,"23. The method of claim 22, wherein each base station includes plural transmission antennas such that the downlink signal on the corresponding downlink channel received at the terminal is expressed as   x    ( t ) =     m = 1  M  h    (  t , m  )   * g    (  t , m  )   *     s    ( t )     ##EQU00007##   where ""*"" denotes convolution, x(t) represents the downlink signal as received at the terminal, g(t,m) represents an impulse response of the downlink channel from an m-th transmission antenna to the terminal, s(t) represents a modulated base band signal, and h(t,m) represents an impulse response of a pre-filter of the m-th transmission antenna of the base station, wherein each pre-filter h(t,m) is a finite impulse response (FIR) filter with a predetermined number of taps such that   h    (  t , m  )   =   .lamda. _   i = 1  L  .alpha. i     ( m ) .delta.    (  t -  .tau. i   ) ##EQU00008##   where L represents a number of taps less than a total number of taps of the downlink channel, .alpha..sub.i(m) represents coefficients for the m-th pre-filter, .tau..sub.i represents a delay corresponding to the coefficients .alpha..sub.i(m), and .lamda. is a scaling factor used to ensure that a transmitted power of the base station is at a predetermined level, and wherein the transmission parameters include coefficients .alpha..sub.i(m) which are adjusted for each downlink channel."
9042842,20140003304,,"24. The method of claim 22, wherein for at least one base station, the downlink signal is transmitted in one or more beams, wherein the feedback received by the anchor base station further includes information on an identity of the beam associated with each tap of the subset of taps of the downlink channel, and wherein transmission parameters include the one or more beams associated with the subset of taps which are adjusted by the anchor base station."
9042842,20140003304,,"25. The method of claim 24, wherein in the transmission parameters are adjusted by the anchor base station for each base station such that a total amount of power of the downlink signal transmitted by each base station is at a predetermined power level."
9042842,20140003304,,"26. An anchor base station of plural base stations of a network, wherein the plural base stations are arranged to transmit plural downlink signals to a terminal, wherein the plural downlink signals carry same information to the terminal, wherein each base station transmits its downlink signal on a corresponding downlink channel, wherein each downlink channel includes plural taps, and wherein the anchor base station comprises a control unit arranged to: receive a feedback from the terminal regarding the plural downlink signals transmitted by the plural base stations, adjust transmission parameters for each downlink signal based on the feedback from the terminal, and notify other base stations regarding the adjusted transmission parameters, wherein the feedback from the terminal includes information regarding one or more of the plural taps of the downlink channel of each base station, and wherein each base station is capable of communicating with the terminal independent of the other base stations."
9042842,20140003304,,"27. The anchor base station of claim 26, wherein the control unit is arranged to adjust the transmission parameters such that within a serving area of the plural base stations, energy of the transmitted downlink signals is enhanced in a vicinity of the terminal and suppressed in all other regions of the serving area."
9042842,20140003304,,"28. The anchor base station of claim 26, wherein the control unit is arranged to adjust the transmission parameters such that the transmitted downlink signals from the plural base stations coherently combine in a vicinity of the terminal."
9042842,20140003304,,"29. The anchor base station of claim 26, wherein the feedback from the terminal is such that for each downlink channel, the feedback includes information on a subset of the plural taps of the downlink channel, the subset being less than all taps of the downlink channel."
9042842,20140003304,,"30. The anchor base station of claim 29, wherein each base station includes plural transmission antennas such that the downlink signal on the corresponding downlink channel received at the terminal is expressed as   x    ( t )   =     m = 1  M  h    (  t , m  )   * g    ( t , m  )   *     s    ( t )     ##EQU00009##   where ""*"" denotes convolution, x(t) represents the downlink signal as received at the terminal, g(t,m) represents an impulse response of the downlink channel from an m-th transmission antenna to the terminal, s(t) represents a modulated base band signal, and h(t,m) represents an impulse response of a pre-filter of the m-th transmission antenna of the base station, wherein each pre-filter h(t,m) is a finite impulse response (FIR) filter with a predetermined number of taps such that   h    (  t , m  )   = .lamda. _   i = 1  L  .alpha. i     ( m ) .delta.    (  t -  .tau. i   ) ##EQU00010##   where L represents a number of taps less than a total number of taps of the downlink channel, .alpha..sub.i(m) represents coefficients for the m-th pre-filter, .tau..sub.i represents a delay corresponding to the coefficients .alpha..sub.i(m), and .lamda. is a scaling factor used to ensure that a transmitted power of the base station is at a predetermined level, and wherein the transmission parameters include coefficients .alpha..sub.i(m) which the control unit is arranged to adjust for each downlink channel."
